S.no,Youtube_channel,Youtuber_name,Category,Subscribers,Country,Average_view,Average_likes,Average_comments,Sub-category,Date
517,Trap City,OfficialTrapCity,Music & Dance,14200000.0,United States,35500.0,1800.0,76.0,Other,9/17/2022
519,Daily Dose Of Internet,Daily Dose Of Internet,Animals & Pets,14100000.0,United States,5100000.0,249500.0,9800.0,Other,9/5/2022
520,#Refugio Mental,#Refugio Mental,Movies,14100000.0,Argentina,566800.0,6600.0,80.0,Other,9/21/2022
521,A2 Motivation by {Arvind Arora},A2 Motivation by {Arvind Arora},Other,14100000.0,India,342100.0,47100.0,208.0,Other,9/4/2022
522,EdisonPts,EdisonPts,Video games,14100000.0,Russia,2000000.0,144900.0,6900.0,Other,9/15/2022
524,DM - Desi Melodies,DM - Desi Melodies,Music & Dance,14000000.0,India,15400000.0,321100.0,18600.0,Other,9/27/2022
525,Saad Lamjarred | سعد لمجرد,SaadLamjarredTV,Music & Dance,14000000.0,Morocco,2000000.0,74700.0,8400.0,Other,9/28/2022
526,F2Freestylers - Ultimate Soccer Skills Channel,F2Freestylers,Sports,14000000.0,United Kingdom,957600.0,0.0,328.0,Other,9/10/2022
528,Doc Tops,Doc Tops,Animation,14000000.0,Mexico,1300000.0,58600.0,805.0,Other,9/25/2022
529,AM3NlC,AM3NlC,Food & Drinks,14000000.0,Brazil,190600.0,19900.0,276.0,Other,9/16/2022
530,FC Barcelona,fcbarcelona,Sports,14000000.0,United States,224700.0,14000.0,262.0,Other,9/26/2022
531,Мастерская Настроения,MasterskayaNastroeny,Movies,14000000.0,Russia,408900.0,10400.0,209.0,Video games,9/29/2022
532,Bie The Ska,bomberball,Other,14000000.0,Thailand,384500.0,12200.0,265.0,Other,9/20/2022
533,Auron,Auron,Video games,14000000.0,Mexico,2000000.0,112600.0,1800.0,Other,9/16/2022
534,NikkieTutorials,NikkieTutorials,Design/art,14000000.0,United States,1700000.0,165300.0,752.0,Beauty,9/10/2022
535,Mis Pastelitos,mispastelitosyoutub,Food & Drinks,13900000.0,Mexico,864600.0,33400.0,1200.0,Other,9/2/2022
536,Mazhavil Manorama,MazhavilManorama,Other,13800000.0,India,9600.0,106.0,4.0,Other,9/2/2022
537,Rosanna Pansino,RosannaPansino,DIY & Life Hacks,13800000.0,United States,206300.0,8800.0,224.0,Other,9/29/2022
538,MNCTV OFFICIAL,MNCTVOfficial,Music & Dance,13800000.0,Indonesia,2000.0,40.0,1.0,Other,9/22/2022
539,Hongyu ASMR 홍유,Hongyu ASMR 홍유,ASMR,13800000.0,United States,666700.0,8900.0,258.0,Other,9/29/2022
540,Kuplinov ► Play,Kuplinov ► Play,Video games,13800000.0,Russia,1300000.0,83600.0,2300.0,Other,9/2/2022
541,MY FAMILY,MY FAMILY,Other,13800000.0,India,3700000.0,14200.0,220.0,Other,9/13/2022
542,CrashCourse,crashcourse,Science & Technology,13800000.0,United States,48600.0,1800.0,65.0,Other,9/18/2022
543,SMOL,SMOL,Other,13800000.0,United States,359400.0,16300.0,18.0,Other,9/17/2022
544,ADEL et SAMI,ADEL et SAMI,Music & Dance,13800000.0,France,63300.0,487.0,0.0,Humor,9/2/2022
545,MSA previously My Story Animated,MSA previously My Story Animated,Animation,13800000.0,United States,7600000.0,200400.0,6700.0,Humor,9/1/2022
546,Jake Fellman,Jake Fellman,Other,13800000.0,United States,216500.0,9100.0,44.0,Other,9/21/2022
547,TazerCraft,TazerCraft,Movies,13800000.0,Brazil,462400.0,27000.0,493.0,Animation,9/27/2022
548,MAIKI021,MAIKI021,Movies,13800000.0,Brazil,30200.0,3700.0,75.0,Animation,9/26/2022
549,NOBRU,NOBRU,Video games,13800000.0,Brazil,146400.0,21800.0,174.0,Toys,9/21/2022
551,Wengie,WWWengie,DIY & Life Hacks,13700000.0,United States,74500.0,3500.0,270.0,Other,9/27/2022
554,Lyna,SrtaLynaV,Movies,13700000.0,Mexico,458200.0,23700.0,1400.0,Animation,9/30/2022
555,5-Minute Crafts Recycle,5-Minute Crafts Recycle,Other,13600000.0,India,38500.0,323.0,11.0,Other,9/10/2022
557,Harry Styles,Harry Styles,Music & Dance,13600000.0,United States,0.0,0.0,0.0,Other,9/30/2022
559,Neha Kakkar,NehaKakkarOfficial,Music & Dance,13600000.0,India,130500.0,8300.0,133.0,Other,9/21/2022
560,ABC News,ABCNews,News & Politics,13600000.0,United States,12500.0,148.0,116.0,Other,9/25/2022
561,Narins Beauty,Narins Beauty,Other,13600000.0,Iraq,2900000.0,224400.0,12200.0,Other,9/14/2022
562,Telemundo,telemundotv,Other,13600000.0,Argentina,72200.0,2400.0,156.0,Other,9/4/2022
563,TV Ana Emilia,TV Ana Emilia,Other,13600000.0,Mexico,264900.0,11400.0,1200.0,Other,9/27/2022
564,YOLO,YOLO,Other,13600000.0,Mexico,1100000.0,87400.0,1200.0,Other,9/25/2022
566,ZEE5,ZEE5,Other,13500000.0,India,394.0,6.0,0.0,Other,9/9/2022
567,Wesley Safadão,bandagarotasafada,Music & Dance,13500000.0,Brazil,30400.0,1800.0,36.0,Other,9/17/2022
568,PlayHard,boplayhard,Other,13500000.0,Brazil,458500.0,67800.0,114.0,Other,9/19/2022
569,Online Job,Online Job,Other,13500000.0,India,7900.0,203.0,38.0,Other,9/22/2022
570,Lindsey Stirling,lindseystomp,Music & Dance,13500000.0,United States,241100.0,20100.0,994.0,Movies,9/16/2022
571,Wish 107.5,Wish 107.5,Music & Dance,13500000.0,Philippines,178200.0,4000.0,331.0,Other,9/15/2022
572,Kurt Hugo Schneider,Kurt Hugo Schneider,Other,13400000.0,United States,859600.0,2600.0,77.0,Other,9/7/2022
573,FAPTV,FAPtivi,Animation,13400000.0,United States,3100000.0,0.0,1200.0,Humor,9/16/2022
574,How Ridiculous,whoisjimmy,Video games,13400000.0,United States,1300000.0,52300.0,2300.0,Other,9/20/2022
576,H2ODelirious,H2ODelirious,Animation,13400000.0,United States,113300.0,6200.0,217.0,Video games,9/26/2022
577,123 GO! Spanish,123 GO! Spanish,Animation,13400000.0,Mexico,475200.0,5500.0,75.0,Other,9/30/2022
578,Atlantic Records,AtlanticVideos,Music & Dance,13400000.0,United States,9200.0,422.0,11.0,Other,9/1/2022
579,PrestonPlayz,PrestonPlayz,Animation,13400000.0,United States,1200000.0,44000.0,1400.0,Video games,9/22/2022
580,MyMissAnand,MyMissAnand,Movies,13300000.0,India,1500000.0,49300.0,428.0,Humor,9/6/2022
581,Anaysa,iloveindianmakeup,Movies,13300000.0,India,835100.0,24300.0,707.0,Humor,9/26/2022
583,ETV Jabardasth,ETV Jabardasth,Other,13200000.0,India,106400.0,1800.0,38.0,Other,9/3/2022
584,SRK MUSIC,SRKASSAMESE,Music & Dance,13200000.0,India,317400.0,13800.0,542.0,Other,9/26/2022
585,Desi Gamers,Desi Gamers,Other,13200000.0,India,664200.0,89800.0,4000.0,Other,9/26/2022
586,Coke Studio,Coke Studio,Music & Dance,13200000.0,Pakistan,1900000.0,17500.0,446.0,Movies,9/7/2022
588,Shorts Break,Shorts Break,Other,13200000.0,India,15400000.0,810600.0,942.0,Other,9/28/2022
590,theRadBrad,theRadBrad,Video games,13200000.0,United States,139200.0,5900.0,484.0,Other,9/5/2022
591,The LaBrant Fam,The LaBrant Fam,Music & Dance,13200000.0,United States,934100.0,26400.0,0.0,Humor,9/4/2022
592,Поззи,PozzitifonShow,Video games,13200000.0,Russia,898600.0,34200.0,2600.0,Other,9/4/2022
593,The Q,The Q,Other,13100000.0,United States,2100000.0,51000.0,2700.0,Other,9/30/2022
594,T-Series Hamaar Bhojpuri,hamaarbhojpuri,Music & Dance,13100000.0,India,12100.0,291.0,33.0,Other,9/30/2022
595,Alex Gonzaga Official,Alex Gonzaga Official,Music & Dance,13100000.0,Philippines,2900000.0,129800.00000000001,2000.0,Humor,9/12/2022
596,DALLMYD,DALLMYD,Mystery,13000000.0,United States,464200.0,28200.0,1500.0,Other,9/11/2022
597,Katakit Baby TV,HusamYK,Music & Dance,13000000.0,Saudi Arabia,484400.0,4800.0,0.0,Other,9/26/2022
598,PowerfulJRE,PowerfulJRE,Daily vlogs,13000000.0,United States,1600000.0,33300.0,3700.0,Other,9/7/2022
599,Dear Sir,Dear Sir,Education,13000000.0,India,162800.0,11400.0,747.0,Other,9/14/2022
600,Zeinab Harake,Zeinab Harake,Daily vlogs,13000000.0,Philippines,2500000.0,136600.0,3100.0,Other,9/17/2022
601,Ajay Sharma,Ajay Sharma,Other,13000000.0,India,4400000.0,245200.0,208.0,Other,9/17/2022
602,Matt Steffanina,MattSDance,Music & Dance,13000000.0,United States,116600.0,4800.0,50.0,Movies,9/24/2022
603,NishaMadhulika,NishaMadhulika,Food & Drinks,13000000.0,India,191000.0,5100.0,786.0,Other,9/22/2022
604,ATHLEAN-X™,JDCav24,Fitness,13000000.0,United States,616400.0,29700.0,810.0,Health & Self Help,9/19/2022
605,Ray William Johnson,RayWilliamJohnson,Animation,13000000.0,United States,3500000.0,338300.0,2800.0,Humor,9/25/2022
606,The Shiny Peanut,The Shiny Peanut,Other,13000000.0,Indonesia,14400.0,371.0,24.0,Other,9/28/2022
607,O Que Não Dizer Oficial,O Que Não Dizer Oficial,Movies,13000000.0,Brazil,419900.0,46500.0,535.0,Animation,9/26/2022
608,twenty one pilots,twentyonepilots,Music & Dance,13000000.0,United States,50500.0,5300.0,137.0,Other,9/15/2022
609,BBC News,bbcnews,News & Politics,13000000.0,United Kingdom,111300.0,1600.0,819.0,Other,9/20/2022
610,Typical Gamer,typicalgamer,Video games,13000000.0,United States,393800.0,10700.0,333.0,Other,9/30/2022
611,Everson Zoio,djzoi0,Movies,12900000.0,Brazil,539000.0,71800.0,4200.0,Animation,9/10/2022
612,KOMPASTV,KompasTVNews,News & Politics,12900000.0,Indonesia,8500.0,73.0,27.0,Other,9/23/2022
613,RedeTV,RedeTVhdBrasil,News & Politics,12900000.0,Brazil,3600.0,129.0,4.0,Other,9/10/2022
614,MrSuicideSheep,MrSuicideSheep,Other,12800000.0,United States,68400.0,3200.0,68.0,Other,9/27/2022
615,Veritasium,1veritasium,Science & Technology,12800000.0,United States,4700000.0,125000.0,5000.0,Other,9/3/2022
616,Hacksmith,MstrJames,Video games,12800000.0,United States,323200.0,14700.0,318.0,Other,9/5/2022
617,أترو/Atro,أترو/Atro,Other,12800000.0,Iraq,413400.0,49700.0,8500.0,Other,9/3/2022
618,unknown boy varun,unknown boy varun,Music & Dance,12800000.0,India,22400000.0,2100000.0,1800.0,Other,9/17/2022
619,Jazzghost,jazzghost1,Animation,12800000.0,Brazil,952500.0,58300.0,1700.0,Video games,9/28/2022
620,Rebecca Zamolo,rebeccazamolo1,Video games,12800000.0,United States,3200000.0,67700.0,8700.0,Humor,9/28/2022
621,Lady Diana,Lady Diana,Music & Dance,12800000.0,Russia,2100000.0,63800.0,2800.0,Other,9/28/2022
622,T-Series Regional,tseriesregional,Music & Dance,12800000.0,India,6500.0,119.0,15.0,Other,9/4/2022
623,Top Viral Talent,MusicTalentNow,Other,12800000.0,United States,25100.0,302.0,17.0,Other,9/6/2022
624,Crescendo com Luluca,Crescendo com Luluca,Toys,12800000.0,Brazil,1200000.0,44600.0,4000.0,Other,9/16/2022
625,Sony Music South,Sony Music South,Movies,12800000.0,India,265600.0,8000.0,194.0,Animation,9/27/2022
628,Ei Nerd,einerdtv,Movies,12800000.0,Brazil,284000.0,39100.0,1400.0,Animation,9/11/2022
629,#Refúgio Mental,#Refúgio Mental,Movies,12800000.0,Brazil,341700.0,9800.0,89.0,Animation,9/24/2022
630,ГЛЕНТ,ГЛЕНТ,Video games,12800000.0,Russia,1700000.0,167200.0,5400.0,Other,9/3/2022
632,Alan Chikin Chow,Alan Chikin Chow,Other,12700000.0,India,15000000.0,430800.0,611.0,Other,9/24/2022
633,StudyIQ IAS,StudyIQ IAS,Education,12700000.0,India,8600.0,475.0,10.0,Other,9/4/2022
634,Health Time,Health Time,Daily vlogs,12700000.0,India,6900.0,238.0,8.0,Other,9/21/2022
635,Blossom,Blossom,Other,12700000.0,United States,45800.0,1000.0,11.0,Other,9/19/2022
636,BBC,BBC,Movies,12600000.0,United Kingdom,19000.0,275.0,33.0,Other,9/11/2022
637,gymvirtual,gymvirtual,Music & Dance,12600000.0,Mexico,94500.0,3100.0,92.0,Other,9/23/2022
638,TKOR,1032010814,DIY & Life Hacks,12600000.0,United States,62000.0,1500.0,125.0,Other,9/3/2022
639,Lokdhun Punjabi,htpunjabi,Music & Dance,12600000.0,India,0.0,0.0,0.0,Other,9/20/2022
641,Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,Education,12600000.0,India,50300.0,2100.0,105.0,Other,9/29/2022
642,Juliana Baltar,Juliana Baltar,Movies,12600000.0,Brazil,241100.0,15400.0,477.0,Humor,9/29/2022
643,DJ Khaled,DJ Khaled,Music & Dance,12600000.0,United States,384900.0,14400.0,756.0,Other,9/22/2022
644,Narendra Modi,Narendra Modi,Science & Technology,12600000.0,India,26600.0,1200.0,105.0,News & Politics,9/15/2022
645,Kabita's Kitchen,Kabita's Kitchen,Other,12600000.0,India,333700.0,7300.0,461.0,Other,9/2/2022
646,JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,Other,12600000.0,India,95200.0,625.0,0.0,Other,9/2/2022
647,Zee Bangla,zeebangla,Other,12600000.0,India,17200.0,221.0,2.0,Other,9/15/2022
648,Awakening Music,awakeningrecords,Music & Dance,12600000.0,Indonesia,22500.0,2000.0,97.0,Other,9/18/2022
649,Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,Other,12600000.0,Iraq,356800.0,16900.0,241.0,Other,9/14/2022
650,Adexe & Nau,AdexeOficial,Music & Dance,12600000.0,Mexico,44200.0,4300.0,159.0,Other,9/15/2022
651,Parafernalha,canalparafernalha,Other,12600000.0,Brazil,29200.0,1800.0,11.0,Other,9/29/2022
652,JesseAndMike,JesseAndMike,Other,12600000.0,United States,986200.0,11200.0,261.0,Other,9/25/2022
653,karameeshchannel,karameeshchannel,Music & Dance,12500000.0,Jordan,164900.0,2300.0,0.0,Other,9/24/2022
654,Piuzinho,Piuzinho,Animation,12500000.0,Brazil,522799.99999999994,126800.0,2400.0,Humor,9/1/2022
655,Brawl Stars,Brawl Stars,Animation,12500000.0,United States,1600000.0,115400.0,5500.0,Other,9/16/2022
658,Blockbuster Movies,Blockbuster Movies,Daily vlogs,12500000.0,India,146800.0,3500.0,19.0,Other,9/1/2022
659,Troom Troom India,Troom Troom India,Other,12500000.0,India,269200.0,2400.0,36.0,Other,9/23/2022
660,Talking Angela,TalkingAngelaCat,Music & Dance,12400000.0,United States,99400.0,3500.0,122.0,Other,9/11/2022
661,elliegoulding,elliegoulding,Music & Dance,12400000.0,United States,16700.0,1300.0,51.0,Other,9/13/2022
663,People Vs Food,React,Food & Drinks,12400000.0,United States,637900.0,23000.0,1300.0,Other,9/26/2022
665,Meghan Trainor,Meghan Trainor,Music & Dance,12400000.0,United States,17400.0,1300.0,36.0,Other,9/10/2022
666,Mythpat,Mythpat,Other,12400000.0,India,4200000.0,357300.0,16900.0,Other,9/10/2022
667,LOUD,LOUD,Other,12400000.0,Brazil,165900.0,18100.0,241.0,Other,9/7/2022
668,CaseyNeistat,caseyneistat,Daily vlogs,12400000.0,United States,939100.0,53600.0,4200.0,Other,9/9/2022
669,Just For Laughs Gags,JustForLaughsTV,Other,12400000.0,United States,42400.0,812.0,32.0,Other,9/3/2022
670,Troom Troom PT,Troom Troom PT,Toys,12400000.0,Brazil,82300.0,1700.0,61.0,Other,9/27/2022
671,Gibby :),Gibby :),Movies,12400000.0,Mexico,892400.0,59700.0,1900.0,Other,9/24/2022
672,The Dodo,TheDodoSite,Animals & Pets,12400000.0,United States,471700.0,19100.0,690.0,Other,9/21/2022
675,My Mate Nate,My Mate Nate,Other,12300000.0,Thailand,1400000.0,42500.0,1000.0,Other,9/18/2022
676,Think Music India,thinkmusicindia,Music & Dance,12300000.0,India,53100.0,2400.0,19.0,Other,9/11/2022
677,Bispo Bruno Leonardo,Bispo Bruno Leonardo,Music & Dance,12300000.0,Brazil,680900.0,240800.0,186800.0,Other,9/25/2022
678,Bela Bagunça,Bela Bagunça,Movies,12300000.0,Brazil,125100.0,5700.0,201.0,Animation,9/10/2022
679,GMA News,gmanews,News & Politics,12300000.0,Philippines,3000.0,34.0,5.0,Other,9/6/2022
681,FIFA,FIFATV,Sports,12200000.0,United States,31900.0,1400.0,34.0,Other,9/11/2022
682,DeGoBooM,DeGoBooM,Movies,12200000.0,Mexico,367100.0,11100.0,278.0,Animation,9/27/2022
683,Geo News,geonews,News & Politics,12200000.0,Pakistan,5700.0,87.0,10.0,Other,9/18/2022
684,Más SKabeche,Más SKabeche,Other,12200000.0,Mexico,1500000.0,97600.0,1600.0,Other,9/30/2022
685,Trakin Tech,Trakin Tech,News & Politics,12200000.0,India,337200.0,19700.0,1100.0,Other,9/7/2022
686,NDTV,ndtv,News & Politics,12200000.0,India,3000.0,41.0,10.0,Other,9/17/2022
687,Compot,TastyCompot,Video games,12200000.0,Russia,1100000.0,47800.0,2100.0,Other,9/18/2022
689,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,TheDaniRep,Animation,12200000.0,Mexico,206200.0,12000.0,155.0,Video games,9/21/2022
690,Jass Records,officialjassrecords,Music & Dance,12200000.0,India,24700.0,1100.0,10.0,Other,9/7/2022
691,RaptorGamer,RaptorGamer,Animation,12100000.0,Mexico,624800.0,36900.0,1000.0,Video games,9/11/2022
692,Sonotek Bhakti,htbhakti,Music & Dance,12100000.0,India,83800.0,1200.0,43.0,Other,9/27/2022
693,Marta and Rustam,Marta and Rustam,Other,12100000.0,India,4099999.9999999995,150600.0,116.0,Other,9/23/2022
694,Vogue,Americanvogue,Fashion,12100000.0,United States,266400.0,13500.0,643.0,Other,9/14/2022
695,The Infographics Show,TheInfographicsShow,Education,12100000.0,United States,232200.0,7400.0,440.0,Other,9/11/2022
696,Jordan Matter,jordanmatter,Music & Dance,12100000.0,United States,11400000.0,226300.0,21500.0,Humor,9/25/2022
698,BanderitaX,BanderitaX,Animation,12000000.0,Saudi Arabia,997300.0,122100.0,4400.0,Video games,9/10/2022
699,NORMAN FAIT DES VIDÉOS,NormanFaitDesVideos,Movies,12000000.0,France,0.0,0.0,0.0,Animation,9/21/2022
701,Troom Troom Indonesia,Troom Troom Indonesia,Music & Dance,12000000.0,Indonesia,175500.0,1600.0,43.0,Movies,9/6/2022
702,Ice Cream Rolls,Ice Cream Rolls,Other,12000000.0,United States,66000.0,2100.0,129.0,Other,9/13/2022
703,Jamuna TV,Jamuna TV,News & Politics,12000000.0,Bangladesh,19400.0,566.0,48.0,Other,9/18/2022
704,Lulu99,Lulu99,Other,12000000.0,Colombia,1300000.0,71600.0,5100.0,Other,9/16/2022
705,CHHOTU KI MASTI,CHHOTU KI MASTI,Other,12000000.0,India,1700000.0,14000.0,197.0,Other,9/4/2022
706,Panda,Panda,Animation,12000000.0,India,754300.0,62500.0,1300.0,Toys,9/7/2022
707,Akshay Nagwadiya,Akshay Nagwadiya,Other,12000000.0,India,3400000.0,257899.99999999997,855.0,Other,9/26/2022
708,E-MasterSensei,E-MasterSensei,Movies,12000000.0,Mexico,2000000.0,65400.00000000001,1300.0,Video games,9/25/2022
709,Technology Gyan,Technology Gyan,Other,12000000.0,India,419000.0,34500.0,1700.0,Other,9/15/2022
710,Planet Earth INDIA,Planet Earth INDIA,Daily vlogs,12000000.0,India,53100.0,1700.0,143.0,Other,9/19/2022
711,WiederDude,WiederDude,Other,12000000.0,United States,1600000.0,19900.0,324.0,Other,9/28/2022
712,Yair17,YairAuriazul,Movies,12000000.0,Mexico,239100.0,28800.0,664.0,Animation,9/3/2022
713,Yudist Ardhana,Yudist Ardhana,Movies,12000000.0,Indonesia,243400.0,7000.0,255.0,Other,9/8/2022
714,Avril Lavigne,AvrilLavigne,Music & Dance,12000000.0,United States,122200.0,11800.0,454.0,Other,9/7/2022
715,Rauw Alejandro,Rauw Alejandro,Music & Dance,11900000.0,Peru,0.0,0.0,0.0,Other,9/12/2022
716,Timba Vk,MrTimbaVk,Animation,11900000.0,Mexico,1100000.0,48800.0,1100.0,Video games,9/18/2022
717,Mor Haryanvi,Mor Haryanvi,Music & Dance,11900000.0,India,170700.0,1800.0,45.0,Other,9/26/2022
718,Kluna Tik,Kluna Tik,Other,11900000.0,United States,244200.0,3200.0,224.0,Other,9/19/2022
719,CNCO,CNCO,Music & Dance,11900000.0,Mexico,161800.0,20200.0,1000.0,Other,9/28/2022
720,TV9 Bharatvarsh,TV9 Bharatvarsh,News & Politics,11900000.0,India,4400.0,86.0,3.0,Other,9/28/2022
721,Republic Bharat,Republic Bharat,News & Politics,11900000.0,India,6200.0,0.0,7.0,Other,9/26/2022
722,Rubius Z,elrubius,Movies,11900000.0,Argentina,2300000.0,186900.0,2500.0,Animation,9/18/2022
723,TommyInnit,TommyInnit,Animation,11800000.0,United States,2400000.0,252700.0,11100.0,Video games,9/28/2022
724,MrGear,MrGear,Other,11800000.0,United States,72100.0,0.0,93.0,Other,9/22/2022
725,Tfue,TTfue,Animation,11800000.0,United States,140300.0,6100.0,278.0,Video games,9/30/2022
726,emma chamberlain,emma chamberlain,Food & Drinks,11800000.0,United States,3100000.0,220900.0,6300.0,Other,9/13/2022
727,MORGENSHTERN,MORGENSHTERN,Music & Dance,11800000.0,Russia,0.0,0.0,0.0,Movies,9/25/2022
728,123 GO!,123 GO!,DIY & Life Hacks,11800000.0,United States,374600.0,2900.0,99.0,Other,9/27/2022
729,Luan Santana,luansantanaoficial,Music & Dance,11800000.0,Brazil,2200000.0,33600.0,1200.0,Other,9/17/2022
730,DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Animation,11800000.0,Colombia,865300.0,42200.0,3000.0,Humor,9/16/2022
732,Nat and Essie,Nat and Essie,Toys,11800000.0,United States,54100.0,1300.0,0.0,Other,9/29/2022
734,웃웃TwinsFromRussia,N1Noobtubers,Daily vlogs,11800000.0,United States,107900.0,5200.0,22.0,Other,9/28/2022
735,Луномосик,Луномосик,Video games,11800000.0,Russia,2700000.0,61800.0,1700.0,Other,9/28/2022
736,Ben Azelart,Ben Azelart,Video games,11800000.0,United States,12400000.0,0.0,27400.0,Humor,9/17/2022
737,MBC مصر,MBCMASR,Other,11800000.0,Egypt,1900.0,25.0,1.0,Other,9/8/2022
739,Koo Koo TV - Hindi,Koo Koo TV - Hindi,Other,11700000.0,India,210500.0,2900.0,71.0,Other,9/8/2022
740,办公室小野 Ms Yeah,办公室小野 Ms Yeah,Other,11700000.0,United States,520200.00000000006,37200.0,37.0,Other,9/2/2022
741,TsMadaan,TsMadaan,Education,11700000.0,India,3500.0,269.0,8.0,Other,9/22/2022
744,YoungBoy Never Broke Again,YoungBoy Never Broke Again,Music & Dance,11700000.0,United States,29800.0,1700.0,95.0,Other,9/13/2022
745,Make Joke Of,Make Joke Of,Movies,11700000.0,India,14400000.0,0.0,30600.0,Animation,9/28/2022
746,Halsey,Halsey,News & Politics,11600000.0,United States,84500.0,10100.0,206.0,Other,9/12/2022
747,First We Feast,FirstWeFeast,Food & Drinks,11600000.0,United States,167200.0,3700.0,308.0,Other,9/3/2022
748,SBT,SBTonline,Other,11600000.0,Brazil,7800.0,332.0,3.0,Other,9/6/2022
749,Indore Physical Academy,Indore Physical Academy,Other,11600000.0,India,131200.0,9100.0,207.0,Other,9/28/2022
750,Garena Free Fire LATAM,Garena Free Fire LATAM,Other,11600000.0,Mexico,39500.0,2400.0,160.0,Other,9/1/2022
751,Spider Slack,Spider Slack,Other,11600000.0,Brazil,6000000.0,541700.0,614.0,Other,9/11/2022
752,Colors Rishtey,KapilComedyNights,Other,11600000.0,India,5000.0,45.0,2.0,Other,9/14/2022
753,Wild 'N Out,MTV2,Music & Dance,11600000.0,United States,202000.0,5400.0,167.0,Humor,9/16/2022
755,Vy Qwaint,VyQwaint,Video games,11600000.0,United States,1800000.0,30100.0,6100.0,Humor,9/29/2022
756,LipaoGamer,FelipeViktor,Movies,11600000.0,Brazil,147300.0,9600.0,143.0,Animation,9/1/2022
