S.no,Youtube_channel,Youtuber_name,Category,Subscribers,Country,Average_view,Average_likes,Average_comments,Sub-category,Date
757,الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,Other,11500000.0,Egypt,27100.0,799.0,52.0,Other,9/26/2022
759,Black Eyed Peas,blackeyedpeasvideo,Music & Dance,11500000.0,United States,28000.0,1300.0,107.0,Other,9/13/2022
760,Pragati Verma Shorts,Pragati Verma Shorts,Other,11500000.0,India,439600.0,54900.0,513.0,Other,9/15/2022
761,Lofi Girl,Lofi Girl,Music & Dance,11400000.0,United States,134800.0,5100.0,204.0,Other,9/4/2022
763,Maymo,crackrockcandy,Other,11400000.0,United States,275100.0,1100.0,48.0,Other,9/11/2022
764,Quantum Tech HD,Quantum Tech HD,Other,11400000.0,United States,1700000.0,7300.0,144.0,Other,9/22/2022
765,Tiana,Tiana,Video games,11400000.0,United Kingdom,419200.0,11300.0,916.0,Humor,9/3/2022
766,Annoying Orange,realannoyingorange,Movies,11400000.0,United States,161000.0,4700.0,497.0,Animation,9/15/2022
767,Mrwhosetheboss,Mrwhosetheboss,Science & Technology,11400000.0,United States,5000000.0,273200.0,9200.0,Other,9/30/2022
769,BBC Earth,BBCEarth,Other,11400000.0,United States,51600.0,1200.0,76.0,Other,9/17/2022
770,ExpCaseros,ExpCaseros,DIY & Life Hacks,11400000.0,Spain,76400.0,1700.0,159.0,Food & Drinks,9/12/2022
771,CrazyRussianHacker,CrazyRussianHacker,Animation,11400000.0,United States,48700.0,1800.0,85.0,Toys,9/6/2022
772,Single Track Studio,hawkrecord,Music & Dance,11400000.0,India,1600000.0,34800.0,1000.0,Other,9/10/2022
773,Yoga With Adriene,yogawithadriene,Fitness,11400000.0,United States,234600.0,9600.0,1600.0,Other,9/6/2022
774,UnspeakableReacts,UnspeakableGaming,Video games,11400000.0,United States,0.0,0.0,0.0,Other,9/26/2022
775,SonyLIV,sonyliv,Other,11400000.0,India,29300.0,377.0,13.0,Other,9/14/2022
777,Franco Escamilla,francoescamilla,Other,11400000.0,Mexico,532400.0,15300.0,313.0,Other,9/17/2022
778,CaptainSparklez,CaptainSparklez,Video games,11400000.0,United States,84700.0,7300.0,357.0,Other,9/29/2022
779,CarryisLive,CarryisLive,Other,11400000.0,India,753300.0,68200.0,362.0,Other,9/16/2022
780,luzugames,luzugames,Animation,11400000.0,Mexico,121300.0,13800.0,171.0,Video games,9/22/2022
781,Pastor Antônio Júnior,prantoniojunior,Music & Dance,11400000.0,Brazil,328700.0,74800.0,7100.0,Other,9/21/2022
782,MyLifeAsEva,mylifeaseva,Humor,11400000.0,United States,0.0,0.0,0.0,Other,9/15/2022
783,penguinz0,penguinz0,Animation,11400000.0,United States,1700000.0,80100.0,4900.0,Video games,9/20/2022
786,Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Music & Dance,11400000.0,Iraq,13700.0,594.0,35.0,Other,9/23/2022
787,Kendrick Lamar,Kendrick Lamar,Other,11400000.0,United States,0.0,0.0,0.0,Other,9/14/2022
790,The Viral Fever,TheViralFeverVideos,Movies,11300000.0,India,312300.0,28900.0,476.0,Humor,9/16/2022
791,AlArabiya العربية,AlArabiya,News & Politics,11300000.0,Algeria,2600.0,50.0,9.0,Other,9/6/2022
792,Danny Fitt,Danny Fitt,Other,11300000.0,Mexico,711100.0,62700.0,289.0,Other,9/13/2022
794,BakLol Video,BakLol Video,Movies,11300000.0,India,935200.0,15000.0,915.0,Humor,9/4/2022
795,Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,Other,11300000.0,United States,138200.0,1200.0,53.0,Other,9/6/2022
796,Fortnite,epicfortnite,Movies,11200000.0,United States,169300.0,8400.0,343.0,Video games,9/5/2022
797,Genius,RapGeniusVideo,Music & Dance,11200000.0,United States,43600.0,2700.0,132.0,Movies,9/2/2022
798,The Film Theorists,FilmTheorists,Movies,11200000.0,United States,2500000.0,156600.0,7400.0,Other,9/1/2022
799,Cut,watchcut,Humor,11200000.0,United States,532500.0,12700.0,688.0,Other,9/3/2022
800,"Sen, Momo, Ai & Shii's Channel",oyabakatousan,Daily vlogs,11200000.0,Japan,85000.0,220.0,2.0,Other,9/17/2022
802,bharatzkitchen HINDI,bharatzkitchen HINDI,Other,11200000.0,India,257600.00000000003,6900.0,241.0,Other,9/4/2022
803,Magic Five,Magic Five,Travel,11200000.0,Russia,460500.0,27400.0,2500.0,Other,9/29/2022
804,Flowers Comedy,Flowers Comedy,Other,11200000.0,India,91700.0,1300.0,118.0,Other,9/1/2022
805,Acenix,Acenix,Video games,11200000.0,Mexico,0.0,0.0,0.0,Other,9/16/2022
806,Pari's Lifestyle,Pari's Lifestyle,Daily vlogs,11200000.0,India,1100000.0,14000.0,331.0,Other,9/2/2022
807,HellomaphieMX,HellomaphieMX,Other,11200000.0,Mexico,718900.0,45300.0,123.0,Other,9/27/2022
808,Mo Vlogs,Mo Vlogs,Humor,11200000.0,India,337500.0,14700.0,2000.0,Autos & Vehicles,9/22/2022
809,Inside Edition,cbstvdinsideedition,News & Politics,11200000.0,United States,179300.0,4600.0,645.0,Other,9/11/2022
810,Virgínia Fonseca,Virgínia Fonseca,Movies,11200000.0,Brazil,528200.0,40700.0,760.0,Humor,9/15/2022
811,Flamingo,Flamingo,Animation,11200000.0,United States,2200000.0,70500.0,9500.0,Video games,9/4/2022
812,Taylor RS,Taylor RS,Other,11200000.0,United States,75700.0,1600.0,5.0,Other,9/13/2022
813,Tyga,TygaTygaTV,Music & Dance,11200000.0,United States,9000000.0,288500.0,7000.0,Other,9/3/2022
814,Comedy Central,comedycentral,Movies,11200000.0,United States,35500.0,1100.0,48.0,Humor,9/24/2022
816,Viih Tube,viihtubeoficial,Other,11100000.0,Brazil,78900.0,2800.0,104.0,Other,9/19/2022
818,DemolitionRanch,DemolitionRanch,Video games,11000000.0,United States,1600000.0,75900.0,8800.0,Other,9/2/2022
820,핑크퐁 (인기 동요・동화),pinkfongko,Education,11000000.0,Algeria,55400.0,140.0,0.0,Other,9/24/2022
821,ExplosmEntertainment,ExplosmEntertainment,Movies,11000000.0,United States,278700.0,18400.0,235.0,Animation,9/1/2022
822,Coisa de Nerd,coisadenerd,Design/art,11000000.0,Brazil,588300.0,70800.0,1200.0,Other,9/3/2022
823,Hueva,XHuevaX,Video games,11000000.0,Mexico,656900.0,16300.0,407.0,Other,9/18/2022
825,TrapMusicHDTV,TrapMusicHDTV,Other,11000000.0,United States,0.0,0.0,0.0,Other,9/15/2022
826,Oum Walid,Oum Walid,Education,11000000.0,Algeria,308900.0,19200.0,1500.0,Other,9/27/2022
827,Levinho,Levinho,Other,11000000.0,India,225200.0,20300.0,592.0,Other,9/28/2022
828,TWO SIDE GAMERS,TWO SIDE GAMERS,Other,11000000.0,India,724200.0,58800.0,3300.0,Other,9/22/2022
829,IShowSpeed,IShowSpeed,Video games,11000000.0,United States,1800000.0,73000.0,3500.0,Humor,9/29/2022
830,RS 1313 SHORTS,RS 1313 SHORTS,Other,11000000.0,India,253300.0,13000.0,28.0,Other,9/6/2022
831,JP Plays,jpgameplayfull,Video games,11000000.0,Brazil,190500.0,8900.0,132.0,Other,9/5/2022
832,Telugu Filmnagar,telugufilmnagar,Other,11000000.0,India,3500.0,61.0,2.0,Other,9/9/2022
833,Kênh Thiếu Nhi - BHMEDIA,doctruyencotich,Music & Dance,11000000.0,United States,17000.0,62.0,0.0,Animation,9/7/2022
834,Rachit Rojha,Rachit Rojha,Other,11000000.0,India,5200000.0,108200.0,5500.0,Other,9/11/2022
836,HikakinTV,HikakinTV,Music & Dance,11000000.0,Japan,2800000.0,73900.0,5100.0,Humor,9/12/2022
837,Slogo,Slogomanify,Video games,11000000.0,United States,377400.0,13700.0,590.0,Other,9/18/2022
838,SagaHits,sagahits,Music & Dance,10900000.0,India,28100.0,1300.0,84.0,Other,9/21/2022
839,Games EduUu,GamesEduUu,Movies,10900000.0,Brazil,1500000.0,190500.0,5000.0,Toys,9/7/2022
841,NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,News & Politics,10900000.0,India,5000.0,37.0,2.0,Other,9/21/2022
842,Juanpa Zurita,Juanpa Zurita,Other,10900000.0,Mexico,454600.0,28200.0,883.0,Other,9/2/2022
843,Jessica Jane,Jessica Jane,Food & Drinks,10900000.0,Indonesia,1200000.0,39300.0,861.0,Other,9/21/2022
844,AlJazeera Channel قناة الجزيرة,aljazeerachannel,News & Politics,10900000.0,Morocco,7800.0,112.0,35.0,Other,9/7/2022
846,Dobre Brothers,Dobre Brothers,Movies,10900000.0,United States,457900.0,18500.0,409.0,Humor,9/4/2022
847,Vox,Vox,News & Politics,10800000.0,United States,334600.0,14200.0,544.0,Other,9/3/2022
848,Miranda Sings,mirandasings08,Movies,10800000.0,United States,246500.0,11200.0,818.0,Humor,9/29/2022
850,Experienced Mojaraba TV,Experienced Mojaraba TV,Health & Self Help,10800000.0,United States,22200.0,581.0,9.0,Food & Drinks,9/8/2022
851,Pen Multiplex,Pen Multiplex,Other,10800000.0,India,8000.0,69.0,4.0,Other,9/20/2022
853,Troom Troom Arabic,Troom Troom Arabic,Other,10800000.0,Egypt,306600.0,6000.0,264.0,Other,9/30/2022
854,Zee Tamil,zeetamil,Other,10800000.0,India,12800.0,164.0,2.0,Other,9/30/2022
855,Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,Movies,10800000.0,Brazil,1700000.0,10600.0,0.0,Animation,9/1/2022
856,Wamindia Movies,WAMIndiaMovies,Other,10800000.0,India,157800.0,2500.0,46.0,Other,9/17/2022
857,Golemcito Games,Golemcito Games,Movies,10800000.0,Peru,1500000.0,174100.0,3600.0,Animation,9/6/2022
858,Deji,ComedyShortsGamer,Animation,10800000.0,United Kingdom,2300000.0,278800.0,18100.0,Humor,9/12/2022
859,BE AMAZED,BE AMAZED,Education,10800000.0,United States,408600.0,10300.0,650.0,Other,9/7/2022
861,Captain Watch Hits,Captain Watch Hits,Other,10800000.0,India,11200.0,75.0,3.0,Other,9/14/2022
862,Nirahua Music World,NirahuaMusic,Other,10700000.0,India,893600.0,17400.0,626.0,Other,9/22/2022
863,Ceylin - H Official,Ceylin - H Official,Music & Dance,10700000.0,Turkey,12800.0,0.0,0.0,Other,9/17/2022
864,RDC Gujarati,RDCGujarati,Music & Dance,10700000.0,India,14400.0,417.0,18.0,Other,9/25/2022
865,Primitive Technology,Primitive Technology,DIY & Life Hacks,10700000.0,United States,0.0,0.0,0.0,Other,9/29/2022
867,HISTORY,historychannel,Movies,10700000.0,United States,189100.0,4000.0,392.0,Other,9/16/2022
869,СТС,ctctv,Video games,10700000.0,Russia,178600.0,1300.0,41.0,Humor,9/28/2022
870,stampylonghead,stampylonghead,Video games,10700000.0,United States,119200.0,6100.0,1200.0,Other,9/27/2022
872,KiKiDo,KiKiDo,Video games,10700000.0,Russia,3800000.0,72400.0,6400.0,Humor,9/24/2022
874,Jesse,PrankvsPrank,Music & Dance,10600000.0,United States,49000.0,2000.0,325.0,Humor,9/10/2022
875,Caso Cerrado,Caso Cerrado,Animation,10600000.0,Mexico,562100.0,5200.0,177.0,Other,9/26/2022
876,Franciny Ehlke,francinyehlke,Fashion,10600000.0,Brazil,876200.0,96500.0,1700.0,Design/art,9/1/2022
877,Red Bull,redbull,Sports,10600000.0,United States,290200.0,7300.0,240.0,Other,9/11/2022
878,Rathore Cassettes,rathorvideo,Other,10600000.0,India,8400.0,120.0,9.0,Other,9/20/2022
879,Chill Nation,ChillStepNation,Music & Dance,10600000.0,United States,35500.0,914.0,38.0,Other,9/16/2022
880,GoPro,GoProCamera,Sports,10600000.0,United States,52900.0,2100.0,71.0,Other,9/17/2022
881,TikTak Draw,TikTak Draw,Animation,10600000.0,Mexico,107500.0,6600.0,321.0,Other,9/4/2022
882,Gustavo Paródias,MrGustavoParodias,Other,10600000.0,Brazil,198600.0,20900.0,56.0,Other,9/20/2022
883,Google,Google,Other,10600000.0,United States,5500.0,105.0,12.0,Other,9/8/2022
884,Cong TV,lincolnvelasquez,Other,10600000.0,Philippines,3000000.0,180300.0,5100.0,Other,9/23/2022
885,AdamThomasMoran,AdamThomasMoran,Video games,10600000.0,Russia,577900.0,46800.0,2300.0,Humor,9/25/2022
886,Joe HaTTab,Joe HaTTab,Movies,10600000.0,Somalia,2000000.0,123700.0,4400.0,Other,9/13/2022
888,Matheus e Kauan,MeKcanal,Music & Dance,10600000.0,Brazil,5800.0,405.0,3.0,Other,9/5/2022
889,NASA,NASAtelevision,News & Politics,10600000.0,United States,182500.0,6100.0,0.0,Science & Technology,9/28/2022
890,The Noite com Danilo Gentili,sbtthenoite,Movies,10600000.0,Brazil,11100.0,537.0,25.0,Humor,9/9/2022
891,Lucas Rangel,rangeldovine,Other,10600000.0,Brazil,288700.0,26900.0,528.0,Other,9/16/2022
892,Craftingeek,craftingeek,Other,10600000.0,Mexico,111500.0,2400.0,202.0,Other,9/7/2022
894,SmarterEveryDay,destinws2,Science & Technology,10600000.0,United States,1600000.0,0.0,6500.0,Other,9/13/2022
896,As/Is,BuzzFeedYellow,Daily vlogs,10600000.0,United States,16700.0,527.0,18.0,Other,9/24/2022
897,Stone Music Entertainment,CJENMMUSIC,Music & Dance,10600000.0,United States,4900.0,382.0,17.0,Movies,9/4/2022
898,MTV,MTV,Music & Dance,10600000.0,United States,395900.0,9200.0,433.0,Movies,9/13/2022
900,Cris Devil Gamer,Cris Devil Gamer,Movies,10500000.0,United States,779200.0,24000.0,615.0,Animation,9/24/2022
901,Magnet World,soicon295,Other,10500000.0,United States,56600.0,401.0,11.0,Other,9/14/2022
902,Guns N' Roses,Guns N' Roses,Music & Dance,10500000.0,Brazil,134300.0,9700.0,249.0,Other,9/28/2022
903,fouseyTUBE,fouseyTUBE,Humor,10500000.0,United States,122800.0,2600.0,302.0,Other,9/9/2022
905,Playing with Rafael,Playing with Rafael,Other,10500000.0,Brazil,59000.0,1400.0,0.0,Other,9/6/2022
906,설기양SULGI,설기양SULGI,ASMR,10500000.0,United States,955600.0,22200.0,673.0,Food & Drinks,9/16/2022
907,Rawan and Rayan,Rawan and Rayan,Other,10500000.0,Algeria,1000000.0,70800.0,4200.0,Other,9/3/2022
908,Hindi Fairy Tales,Hindi Fairy Tales,Other,10500000.0,India,788200.0,10500.0,250.0,Other,9/5/2022
909,TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Daily vlogs,10400000.0,Indonesia,104200.0,0.0,0.0,Other,9/2/2022
910,How It Should Have Ended,HISHEdotcom,Movies,10400000.0,United States,117700.0,8500.0,121.0,Animation,9/15/2022
911,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",SaraBeautyCorner,DIY & Life Hacks,10400000.0,United States,31600.0,2000.0,43.0,Other,9/7/2022
912,Tomorrowland,TomorrowlandChannel,Music & Dance,10400000.0,Brazil,54700.0,1500.0,82.0,Other,9/24/2022
914,Hindi Kahaniya,Hindi Kahaniya,Other,10400000.0,India,56100.0,836.0,21.0,Other,9/8/2022
915,Stray Kids,Stray Kids,Music & Dance,10400000.0,United States,1100000.0,141500.0,3800.0,Movies,9/9/2022
916,Sadhguru,sadhguru,Movies,10400000.0,India,134900.0,6300.0,231.0,Other,9/20/2022
917,tomiii 11,tomiii 11,Daily vlogs,10400000.0,Mexico,74100.0,6700.0,600.0,Other,9/2/2022
918,5-Minute Crafts LIKE,5-Minute Crafts LIKE,Other,10400000.0,United States,13300.0,140.0,4.0,Other,9/19/2022
919,LA DIVAZA,LA DIVAZA,Music & Dance,10400000.0,Mexico,1000000.0,79700.0,6500.0,Humor,9/4/2022
920,atv,atv,Movies,10400000.0,Turkey,11000.0,116.0,7.0,Animation,9/30/2022
921,GNP Music,GemaNadaPertiwi,Music & Dance,10400000.0,Indonesia,57900.0,1300.0,0.0,Animation,9/9/2022
922,Sanjoy Das Official,Sanjoy Das Official,Other,10400000.0,India,146600.0,24900.0,488.0,Other,9/17/2022
923,Lorrayne Oliveira,Lorrayne Oliveira,Animation,10400000.0,Brazil,573400.0,28000.0,1100.0,Humor,9/16/2022
924,Times Music,timesmusicindia,Music & Dance,10400000.0,India,665100.0,10000.0,620.0,Other,9/15/2022
925,Mussoumano,mamilosmolengas,Music & Dance,10400000.0,Brazil,1400000.0,58500.0,3200.0,Animation,9/6/2022
926,AsapSCIENCE,AsapSCIENCE,Science & Technology,10400000.0,United States,584600.0,29200.0,662.0,Other,9/28/2022
927,BBC News عربي,BBCArabicNews,News & Politics,10400000.0,Morocco,34400.0,517.0,121.0,Other,9/18/2022
928,Comedy Captain,Comedy Captain,Other,10400000.0,India,13300.0,122.0,4.0,Other,9/6/2022
929,はじめしゃちょー（hajime）,0214mex,Music & Dance,10400000.0,Japan,1700000.0,43800.0,1800.0,Humor,9/28/2022
930,Heroine Movies 2022,Heroine Movies 2022,Daily vlogs,10300000.0,India,248000.0,1500.0,20.0,Other,9/21/2022
931,Laurinha e Helena - Clubinho da Laura,JessicaJulioeBaby,Movies,10300000.0,Brazil,157600.0,3200.0,0.0,Animation,9/2/2022
932,Talent Recap,Talent Recap,Music & Dance,10300000.0,United States,74800.0,558.0,60.0,Movies,9/25/2022
933,Red Chillies Entertainment,ChennaiExp2013,Other,10300000.0,India,71500.0,885.0,23.0,Other,9/25/2022
934,Patty Mayo,Patty Mayo,Movies,10300000.0,United States,737500.0,27100.0,1200.0,Humor,9/17/2022
935,Sing King,singkingkaraoke,Music & Dance,10300000.0,United States,13400.0,206.0,13.0,Other,9/13/2022
936,PineappleStormTV,PineappleStormTV,Music & Dance,10200000.0,Brazil,954200.0,61000.0,2100.0,Other,9/26/2022
937,[햄지]Hamzy,[햄지]Hamzy,Other,10200000.0,United States,1900000.0,40900.0,1000.0,Other,9/15/2022
938,Receitas de Pai,Receitas de Pai,Food & Drinks,10200000.0,Brazil,92100.0,10400.0,312.0,Other,9/7/2022
939,5-Minute Recipes,5-Minute Recipes,Other,10200000.0,India,38200.0,414.0,12.0,Other,9/3/2022
940,Hindi Countdown,Hindi Countdown,Education,10200000.0,India,1300000.0,46100.0,1200.0,Other,9/8/2022
941,Sab Kuchh Sekho Jano,Sab Kuchh Sekho Jano,News & Politics,10200000.0,India,15200.0,1000.0,36.0,Other,9/1/2022
942,Dalas Review,DalasReview,Science & Technology,10200000.0,Mexico,568800.0,47600.0,8700.0,Other,9/17/2022
943,T-STUDIO,T-STUDIO,Other,10200000.0,Indonesia,28400.0,851.0,1.0,Other,9/20/2022
944,João Caetano,BrPVPHu3,Other,10200000.0,Brazil,486500.0,40100.0,464.0,Other,9/19/2022
945,Viki Show,Viki Show,Video games,10200000.0,Russia,1100000.0,38700.0,1900.0,Toys,9/21/2022
946,Wylsacom,Wylsacom,News & Politics,10200000.0,Russia,403700.0,17500.0,778.0,Other,9/4/2022
947,DRJ Records Specials,DRJ Records Specials,Other,10200000.0,India,21500.0,123.0,4.0,Other,9/7/2022
948,Miniminter,miniminter,Video games,10200000.0,United Kingdom,1200000.0,77100.0,1300.0,Humor,9/25/2022
949,Dynamo Gaming,Dynamo Gaming,Other,10200000.0,India,210200.0,22900.0,148.0,Other,9/4/2022
950,CS Bisht Vines,CS Bisht Vines,Other,10200000.0,India,2600000.0,25900.0,752.0,Other,9/11/2022
951,Survival Builder,Survival Builder,Other,10200000.0,United States,147500.0,2200.0,120.0,Other,9/14/2022
953,hasanjr11,hasanjr11,Other,10200000.0,Indonesia,656900.0,26500.0,2600.0,Other,9/14/2022
954,Islam Populer,Islam Populer,Education,10200000.0,Indonesia,33100.0,998.0,129.0,Other,9/5/2022
956,Family Box,Family Box,Video games,10200000.0,Russia,522200.00000000006,13400.0,208.0,Other,9/9/2022
957,вДудь,вДудь,News & Politics,10200000.0,Russia,0.0,0.0,0.0,Other,9/23/2022
958,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,News & Politics,10200000.0,United States,261500.0,9800.0,439.0,Other,9/9/2022
959,Doctor Mike,Doctor Mike,Health & Self Help,10100000.0,United States,1600000.0,68700.0,3700.0,Other,9/29/2022
960,Beast Philanthropy,Beast Philanthropy,Food & Drinks,10100000.0,United States,7900000.0,504700.0,23600.0,Other,9/13/2022
961,Shemaroo Bhakti,bhaktisongs,Music & Dance,10100000.0,India,8600.0,173.0,17.0,Other,9/7/2022
962,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,News & Politics,10100000.0,India,2600.0,27.0,2.0,Other,9/12/2022
963,OneRepublic,OneRepublic,Music & Dance,10100000.0,United States,512200.00000000006,29900.0,340.0,Other,9/8/2022
964,truly,barcroftmedia,News & Politics,10100000.0,United States,21700.0,0.0,111.0,Other,9/17/2022
967,Теремок - Песенки для детей,TeremokSongs,Music & Dance,10000000.0,Russia,110600.0,576.0,0.0,Other,9/7/2022
968,VitalyzdTv,VitalyzdTv,Humor,10000000.0,United States,112300.0,3700.0,574.0,Other,9/24/2022
969,EugenBro,EugenBro,Video games,10000000.0,Russia,387900.0,19500.0,2000.0,Other,9/15/2022
971,UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,Education,10000000.0,India,150800.0,11000.0,430.0,Other,9/28/2022
972,BERTH-OH,BERTH-OH,Autos & Vehicles,10000000.0,Mexico,770900.0,24200.0,442.0,Other,9/24/2022
973,RUOK,RUOK,Other,10000000.0,Brazil,389900.0,43600.0,2300.0,Other,9/29/2022
974,Vie Channel - HTV2,htv2channel,Music & Dance,10000000.0,United States,70200.0,682.0,42.0,Other,9/19/2022
975,Orkun Işıtmak,ThePersica,Animation,10000000.0,Turkey,1700000.0,69300.0,2900.0,Other,9/22/2022
976,123 GO! Hindi,123 GO! Hindi,Other,10000000.0,India,737700.0,5700.0,48.0,Other,9/29/2022
977,Family Fun Pack,familyfunpack,Other,10000000.0,United States,125300.0,2200.0,130.0,Other,9/13/2022
979,مصطفى GAME OVER,مصطفى GAME OVER,Other,10000000.0,Iraq,625800.0,73900.0,3200.0,Other,9/26/2022
981,VYRLOriginals,VYRLOriginals,Music & Dance,10000000.0,India,152900.0,6100.0,253.0,Other,9/13/2022
982,Mari Maria,makebymarimaria,Fashion,10000000.0,Brazil,78700.0,4500.0,170.0,DIY & Life Hacks,9/15/2022
983,Eagle Home Entertainments,Eagle Home Entertainments,Other,10000000.0,India,1400.0,11.0,0.0,Other,9/2/2022
984,SULE PRODUCTIONS,SULE PRODUCTIONS,Other,9900000.0,Indonesia,361700.0,10300.0,522.0,Other,9/9/2022
985,Shruti Arjun Anand,shrutiarjunanand,Movies,9900000.0,India,616600.0,13200.0,625.0,Humor,9/25/2022
986,Dharma Productions,Dharma Productions,Other,9900000.0,India,32500.0,1200.0,156.0,Other,9/26/2022
987,SEVENGERS,SEVENGERS,Other,9900000.0,India,5800000.0,509100.0,905.0,Other,9/15/2022
988,Programa Panico,panicopgm,Toys,9900000.0,Brazil,45000.0,1700.0,48.0,Other,9/10/2022
989,QPark,joycetanner,Music & Dance,9900000.0,United States,197600.0,13800.0,219.0,Humor,9/9/2022
990,The Voice Global,The Voice Global,Music & Dance,9900000.0,United States,302500.0,2900.0,78.0,Other,9/5/2022
991,NH Studioz,nhstudioz,Other,9900000.0,India,20100.0,156.0,4.0,Other,9/2/2022
992,Prince Royce,Prince Royce,Music & Dance,9900000.0,United States,6400.0,638.0,18.0,Other,9/3/2022
993,MBCkpop,MBCkpop,Music & Dance,9900000.0,Malaysia,2900.0,284.0,14.0,Other,9/10/2022
994,The Bee Family,ehbeefamily,Daily vlogs,9900000.0,United States,325100.0,15700.0,184.0,Other,9/1/2022
995,Fox News,FoxNewsChannel,News & Politics,9900000.0,United States,148900.0,5500.0,1600.0,Other,9/16/2022
996,Raditya Dika,Raditya Dika,Food & Drinks,9900000.0,Indonesia,430500.0,14800.0,741.0,Other,9/13/2022
997,Ini Talk Show,IniTalkShow,Music & Dance,9900000.0,Indonesia,25200.0,290.0,17.0,Humor,9/9/2022
998,SpriteDer SPD,SpriteDer SPD,Humor,9900000.0,Thailand,4400000.0,154400.0,3600.0,Other,9/16/2022
999,Classic Mr Bean,Classic Mr Bean,Other,9900000.0,India,132600.0,1100.0,53.0,Other,9/30/2022
1000,Heera Gold,Heera Gold,Daily vlogs,9900000.0,Pakistan,39400.0,1600.0,161.0,Other,9/16/2022
